tab	measurements
citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
na	NRM	13.34	25.24	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002834	7.24087e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT33	LT-AF-Z:LP-DIR-AF:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3390	pmagpy-4.2.96	C-3-2	u	0.16	0.0			33	273.0
na	ARM00	322.32	-71.9	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.005131	0.00013109705	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT34	LT-AF-I:LT-NRM-PAR:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3391	pmagpy-4.2.96	C-3-2	u	0.0	5e-05	322.32	-71.9	34	273.0
na	ARM0	334.51	-68.04	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003901	9.967055e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT35	LT-AF-I:LT-NRM-PAR:LT-LT-Z:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3392	pmagpy-4.2.96	C-3-2	u	0.0	5e-05	322.32	-71.9	35	77.0
na	ARM0	334.53	-68.01	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003748	9.57614e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT36	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3393	pmagpy-4.2.96	C-3-2	u	0.005	0.0			36	273.0
na	ARM0	334.96	-67.83	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003458	8.83519e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT37	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3394	pmagpy-4.2.96	C-3-2	u	0.01	0.0			37	273.0
na	ARM0	335.86	-67.26	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003059	7.815745e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT38	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3395	pmagpy-4.2.96	C-3-2	u	0.015	0.0			38	273.0
na	ARM0	337.99	-66.85	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002631	6.722205e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT39	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3396	pmagpy-4.2.96	C-3-2	u	0.02	0.0			39	273.0
na	ARM0	339.64	-66.26	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002221	5.674655e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT40	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3397	pmagpy-4.2.96	C-3-2	u	0.025	0.0			40	273.0
na	ARM0	339.69	-64.3	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001876	4.79318e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT41	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3398	pmagpy-4.2.96	C-3-2	u	0.03	0.0			41	273.0
na	ARM0	342.83	-63.39	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001562	3.99091e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT42	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3399	pmagpy-4.2.96	C-3-2	u	0.035	0.0			42	273.0
na	ARM0	343.0	-61.51	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001306	3.3368300000000004e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT43	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3400	pmagpy-4.2.96	C-3-2	u	0.04	0.0			43	273.0
na	ARM0	344.89	-59.54	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001099	2.807945e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT44	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3401	pmagpy-4.2.96	C-3-2	u	0.045	0.0			44	273.0
na	ARM0	346.91	-56.71	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0009393	2.3999115e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT45	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3402	pmagpy-4.2.96	C-3-2	u	0.05	0.0			45	273.0
na	ARM0	349.93	-54.24	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000789	2.015895e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT46	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3403	pmagpy-4.2.96	C-3-2	u	0.055	0.0			46	273.0
na	ARM0	352.14	-50.89	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0006681	1.7069955e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT47	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3404	pmagpy-4.2.96	C-3-2	u	0.06	0.0			47	273.0
na	ARM0	352.62	-46.38	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000582	1.4870100000000002e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT48	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3405	pmagpy-4.2.96	C-3-2	u	0.065	0.0			48	273.0
na	ARM0	354.0	-41.55	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004951	1.2649805e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT49	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3406	pmagpy-4.2.96	C-3-2	u	0.07	0.0			49	273.0
na	ARM0	355.96	-35.08	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004313	1.1019715e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT50	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3407	pmagpy-4.2.96	C-3-2	u	0.075	0.0			50	273.0
na	ARM0	0.57	-29.78	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003744	9.56592e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT51	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3408	pmagpy-4.2.96	C-3-2	u	0.08	0.0			51	273.0
na	ARM0	2.91	-23.69	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003439	8.786645e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT52	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3409	pmagpy-4.2.96	C-3-2	u	0.085	0.0			52	273.0
na	ARM0	3.73	-17.05	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003112	7.95116e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT53	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3410	pmagpy-4.2.96	C-3-2	u	0.09	0.0			53	273.0
na	ARM0	0.4	-8.62	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002693	6.880615e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT54	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3411	pmagpy-4.2.96	C-3-2	u	0.095	0.0			54	273.0
na	ARM0	6.02	-4.77	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002784	7.113119999999999e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT55	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3412	pmagpy-4.2.96	C-3-2	u	0.1	0.0			55	273.0
na	ARM0	6.65	2.58	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002709	6.921495e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT56	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3413	pmagpy-4.2.96	C-3-2	u	0.105	0.0			56	273.0
na	ARM0	9.93	7.92	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002732	6.9802600000000005e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT57	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3414	pmagpy-4.2.96	C-3-2	u	0.11	0.0			57	273.0
na	ARM0	13.43	13.63	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002548	6.51014e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT58	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3415	pmagpy-4.2.96	C-3-2	u	0.115	0.0			58	273.0
na	ARM0	11.69	15.17	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002605	6.655775e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT59	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3416	pmagpy-4.2.96	C-3-2	u	0.12	0.0			59	273.0
na	ARM0	12.11	20.27	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002656	6.78608e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT60	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3417	pmagpy-4.2.96	C-3-2	u	0.125	0.0			60	273.0
na	ARM0	13.19	22.2	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002764	7.06202e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT61	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3418	pmagpy-4.2.96	C-3-2	u	0.13	0.0			61	273.0
na	ARM0	9.37	27.65	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002421	6.185655e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT62	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3419	pmagpy-4.2.96	C-3-2	u	0.135	0.0			62	273.0
na	ARM0	16.26	22.8	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002716	6.93938e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT63	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3420	pmagpy-4.2.96	C-3-2	u	0.14	0.0			63	273.0
na	ARM0	14.42	25.34	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002651	6.773305e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT64	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3421	pmagpy-4.2.96	C-3-2	u	0.145	0.0			64	273.0
na	ARM0	10.85	29.02	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002633	6.727315e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT65	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3422	pmagpy-4.2.96	C-3-2	u	0.15	0.0			65	273.0
na	ARM0	13.62	28.75	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002678	6.84229e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT66	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3423	pmagpy-4.2.96	C-3-2	u	0.155	0.0			66	273.0
na	ARM0	10.12	26.43	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002651	6.773305e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT67	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3424	pmagpy-4.2.96	C-3-2	u	0.16	0.0			67	273.0
na	TRM10	316.76	16.25	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.004231	0.00010810205	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT68	LT-T-I:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3425	pmagpy-4.2.96	C-3-2	u	0.0	3e-05	316.76	16.25	68	273.0
na	TRM1	316.89	16.27	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003957	0.0001011013499999	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT69	LT-LT-Z:LP-TRM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3426	pmagpy-4.2.96	C-3-2	u	0.0	0.0			69	77.0
na	TRM1	316.64	16.17	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003727	9.522485e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT70	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3427	pmagpy-4.2.96	C-3-2	u	0.005	0.0			70	273.0
na	TRM1	316.56	16.24	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.003339	8.531145e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT71	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3428	pmagpy-4.2.96	C-3-2	u	0.01	0.0			71	273.0
na	TRM1	316.41	16.31	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002915	7.447825e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT72	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3429	pmagpy-4.2.96	C-3-2	u	0.015	0.0			72	273.0
na	TRM1	316.1	16.26	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002492	6.367059999999999e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT73	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3430	pmagpy-4.2.96	C-3-2	u	0.02	0.0			73	273.0
na	TRM1	316.19	16.22	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.002065	5.276075e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT74	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3431	pmagpy-4.2.96	C-3-2	u	0.025	0.0			74	273.0
na	TRM1	316.02	16.29	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001721	4.397155e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT75	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3432	pmagpy-4.2.96	C-3-2	u	0.03	0.0			75	273.0
na	TRM1	316.06	16.16	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001419	3.625545e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT76	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3433	pmagpy-4.2.96	C-3-2	u	0.035	0.0			76	273.0
na	TRM1	315.96	16.49	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.001184	3.02512e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT77	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3434	pmagpy-4.2.96	C-3-2	u	0.04	0.0			77	273.0
na	TRM1	316.17	16.17	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0009957	2.5440135e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT78	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3435	pmagpy-4.2.96	C-3-2	u	0.045	0.0			78	273.0
na	TRM1	317.06	16.01	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0008309	2.1229495e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT79	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3436	pmagpy-4.2.96	C-3-2	u	0.05	0.0			79	273.0
na	TRM1	315.37	16.17	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0007057	1.8030635e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT80	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3437	pmagpy-4.2.96	C-3-2	u	0.055	0.0			80	273.0
na	TRM1	316.36	17.19	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.000607	1.550885e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT81	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3438	pmagpy-4.2.96	C-3-2	u	0.06	0.0			81	273.0
na	TRM1	316.28	15.63	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0005213	1.3319215e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT82	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3439	pmagpy-4.2.96	C-3-2	u	0.065	0.0			82	273.0
na	TRM1	317.04	15.4	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004705	1.2021275e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT83	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3440	pmagpy-4.2.96	C-3-2	u	0.07	0.0			83	273.0
na	TRM1	318.47	14.42	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0004121	1.0529155e-05	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT84	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3441	pmagpy-4.2.96	C-3-2	u	0.075	0.0			84	273.0
na	TRM1	315.71	16.74	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003582	9.15201e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT85	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3442	pmagpy-4.2.96	C-3-2	u	0.08	0.0			85	273.0
na	TRM1	316.9	16.14	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0003112	7.95116e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT86	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3443	pmagpy-4.2.96	C-3-2	u	0.085	0.0			86	273.0
na	TRM1	316.34000000000003	15.6	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.00028	7.154e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT87	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3444	pmagpy-4.2.96	C-3-2	u	0.09	0.0			87	273.0
na	TRM1	317.11	17.35	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002459	6.282745000000001e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT88	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3445	pmagpy-4.2.96	C-3-2	u	0.095	0.0			88	273.0
na	TRM1	316.91	17.13	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002393	6.114115e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT89	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3446	pmagpy-4.2.96	C-3-2	u	0.1	0.0			89	273.0
na	TRM1	319.37	14.3	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0002043	5.219865e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT90	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3447	pmagpy-4.2.96	C-3-2	u	0.105	0.0			90	273.0
na	TRM1	319.29	16.51	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001768	4.51724e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT91	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3448	pmagpy-4.2.96	C-3-2	u	0.11	0.0			91	273.0
na	TRM1	317.47	15.59	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001811	4.6271050000000005e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT92	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3449	pmagpy-4.2.96	C-3-2	u	0.115	0.0			92	273.0
na	TRM1	316.16	12.17	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001589	4.059895e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT93	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3450	pmagpy-4.2.96	C-3-2	u	0.12	0.0			93	273.0
na	TRM1	315.74	15.7	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	0.0001498	3.82739e-06	273.0	C-3-2:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT94	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	3451	pmagpy-4.2.96	C-3-2	u	0.125	0.0			94	273.0
